tipo,odor,cor_chapeu,cor_branquias,regiao,cor_esporos
Comestivel,Nenhum,Castanho,Castanho,Madeira/Árvores,Castanho
Venenoso,Fétido,Cinzento,Cinzento,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Gramados,Chocolate-Claro
Comestivel,Nenhum,Bege,Vermelho,Florestas,Branco
Venenoso,Fétido,Amarelo,Rosa,Caminhos,Chocolate-Claro
Venenoso,Picante,Castanho,Chocolate,Madeira/Árvores,Branco
Venenoso,Fétido,Cinzento,Rosa,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Branco,Rosa,Urbano,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Caminhos,Chocolate-Claro
Comestivel,Nenhum,Castanho,Rosa,Madeira/Árvores,Preto
Venenoso,Fétido,Amarelo,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Madeira/Árvores,Chocolate-Claro
Comestivel,Nenhum,Canela,Branco,Folhas Mortas,Branco
Venenoso,Fétido,Cinzento,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Caminhos,Chocolate-Claro
Venenoso,Nenhum,Amarelo,Branco,Madeira/Árvores,Branco
Venenoso,Fétido,Amarelo,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Gramados,Chocolate-Claro
Comestivel,Nenhum,Castanho,Vermelho,Florestas,Branco
Venenoso,Peixe,Castanho,Chocolate,Caminhos,Branco
Venenoso,Creosoto,Cinzento,Roxo,Madeira/Árvores,Preto
Venenoso,Fétido,Amarelo,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Madeira/Árvores,Chocolate-Claro
Comestivel,Nenhum,Bege,Branco,Florestas,Branco
Venenoso,Fétido,Cinzento,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Picante,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Cinzento,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Gramados,Chocolate-Claro
Comestivel,Nenhum,Roxo,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Comestivel,Nenhum,Bege,Vermelho,Florestas,Branco
Venenoso,Fétido,Amarelo,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Bege,Branco,Gramados,Chocolate-Claro
Venenoso,Nenhum,Branco,Cinzento,Prados,Verde
Venenoso,Fétido,Amarelo,Rosa,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Madeira/Árvores,Chocolate-Claro
Comestivel,Nenhum,Cinzento,Roxo,Madeira/Árvores,Castanho
Comestivel,Nenhum,Roxo,Roxo,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Caminhos,Chocolate-Claro
Comestivel,Nenhum,Vermelho,Branco,Madeira/Árvores,Castanho
Venenoso,Fétido,Amarelo,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Caminhos,Chocolate-Claro
Venenoso,Creosoto,Branco,Cinzento,Madeira/Árvores,Castanho
Venenoso,Fétido,Cinzento,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Gramados,Chocolate-Claro
Venenoso,Peixe,Castanho,Chocolate,Madeira/Árvores,Branco
Comestivel,Nenhum,Bege,Branco,Florestas,Branco
Venenoso,Fétido,Amarelo,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Creosoto,Cinzento,Roxo,Madeira/Árvores,Preto
Venenoso,Fétido,Bege,Branco,Gramados,Chocolate-Claro
Comestivel,Nenhum,Vermelho,Branco,Madeira/Árvores,Preto
Venenoso,Fétido,Amarelo,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Gramados,Chocolate-Claro
Comestivel,Nenhum,Cinzento,Roxo,Madeira/Árvores,Preto
Venenoso,Fétido,Amarelo,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Branco,Branco,Urbano,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Madeira/Árvores,Chocolate-Claro
Comestivel,Nenhum,Roxo,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Gramados,Chocolate-Claro
Comestivel,Nenhum,Castanho,Castanho,Madeira/Árvores,Castanho
Venenoso,Fétido,Amarelo,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Gramados,Chocolate-Claro
Venenoso,Fétido,Branco,Chocolate-Claro,Urbano,Chocolate-Claro
Comestivel,Nenhum,Vermelho,Branco,Florestas,Branco
Comestivel,Nenhum,Roxo,Branco,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Caminhos,Chocolate-Claro
Comestivel,Nenhum,Rosa,Branco,Florestas,Branco
Venenoso,Fétido,Cinzento,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Caminhos,Chocolate-Claro
Comestivel,Nenhum,Castanho,Castanho,Madeira/Árvores,Castanho
Venenoso,Fétido,Cinzento,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Caminhos,Chocolate-Claro
Venenoso,Creosoto,Branco,Cinzento,Madeira/Árvores,Preto
Venenoso,Fétido,Amarelo,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Bege,Chocolate-Claro,Urbano,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Gramados,Chocolate-Claro
Venenoso,Nenhum,Rosa,Branco,Gramados,Verde
Venenoso,Fétido,Bege,Rosa,Urbano,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Caminhos,Chocolate-Claro
Comestivel,Nenhum,Roxo,Roxo,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Gramados,Chocolate-Claro
Comestivel,Nenhum,Vermelho,Branco,Madeira/Árvores,Castanho
Venenoso,Fétido,Amarelo,Cinzento,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Gramados,Chocolate-Claro
Venenoso,Fétido,Castanho,Chocolate,Folhas Mortas,Branco
Venenoso,Fétido,Cinzento,Cinzento,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Gramados,Chocolate-Claro
Comestivel,Nenhum,Castanho,Castanho,Madeira/Árvores,Castanho
Venenoso,Fétido,Amarelo,Cinzento,Gramados,Chocolate-Claro
Comestivel,Nenhum,Vermelho,Branco,Madeira/Árvores,Preto
Venenoso,Fétido,Amarelo,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Creosoto,Rosa,Rosa,Madeira/Árvores,Preto
Venenoso,Fétido,Amarelo,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Cinzento,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Rosa,Caminhos,Chocolate-Claro
Comestivel,Nenhum,Rosa,Vermelho,Florestas,Branco
Venenoso,Fétido,Amarelo,Rosa,Madeira/Árvores,Chocolate-Claro
Venenoso,Creosoto,Rosa,Cinzento,Madeira/Árvores,Preto
Venenoso,Fétido,Amarelo,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Cinzento,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Gramados,Chocolate-Claro
Comestivel,Nenhum,Vermelho,Rosa,Madeira/Árvores,Castanho
Venenoso,Fétido,Amarelo,Cinzento,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Amarelo,Rosa,Gramados,Chocolate-Claro
Comestivel,Nenhum,Castanho,Castanho,Madeira/Árvores,Castanho
Venenoso,Fétido,Amarelo,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Caminhos,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Amarelo,Chocolate-Claro,Madeira/Árvores,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Gramados,Chocolate-Claro
Venenoso,Fétido,Cinzento,Chocolate-Claro,Gramados,Chocolate-Claro
